"County Name","GEOID","EnviroScreen Score","EnviroScreen Score Percentile","Pollution and Climate Burden Score","Pollution and Climate Burden Score Percentile","Pollution and Climate Burden Scale Value","Health and Social Factors Score","Health and Social Factors Score Percentile","Health and Social Factors Scale Value","Environmental Exposures Score","Environmental Effects Score","Climate Vulnerability Score","Sensitive Populations Score","Demographics Score","Environmental Exposures Score Percentile","Environmental Effects Score Percentile","Climate Vulnerability Score Percentile","Sensitive Populations Score Percentile","Demographics Score Percentile","Ozone","Ozone Percentile","Fine particle pollution","Fine particle pollution Percentile","Lead exposure risk","Lead exposure risk Percentile","Diesel particulate matter (PM)","Diesel particulate matter (PM) Percentile","Traffic proximity & volume","Traffic proximity & volume Percentile","Air toxics emissions","Air toxics emissions Percentile","Other air pollutants","Other air pollutants Percentile","Drinking water regulations","Drinking water regulations Percentile","Noise","Noise Percentile","Wastewater discharge indicator","Wastewater discharge indicator Percentile","Proximity to National Priorities List sites","Proximity to National Priorities List sites Percentile","Proximity to Risk Management Plan sites","Proximity to Risk Management Plan sites Percentile","Proximity to hazardous waste facilities","Proximity to hazardous waste facilities Percentile","Proximity to oil and gas","Proximity to oil and gas Percentile","Proximity to mining locations","Proximity to mining locations Percentile","Impaired streams and rivers","Impaired streams and rivers Percentile","Wildfire risk","Wildfire risk Percentile","Floodplains","Floodplains Percentile","Drought","Drought Percentile","Extreme heat days","Extreme heat days Percentile","Population under 5","Population under 5 Percentile","Population over 64","Population over 64 Percentile","Heart disease in adults","Heart disease in adults Percentile","Asthma hospitalization rate","Asthma hospitalization rate Percentile","Life expectancy","Life expectancy Percentile","Low birth weight","Low birth weight Percentile","Cancer prevalence","Cancer prevalence Percentile","Diabetes prevalence","Diabetes prevalence Percentile","Mental health indicator","Mental health indicator Percentile","Percent people of color","Percent people of color Percentile","Percent less than high school education","Percent less than high school education Percentile","Percent low income","Percent low income Percentile","Percent linguistic isolation","Percent linguistic isolation Percentile","Percent disability","Percent disability Percentile","Housing cost burdened","Housing cost burdened Percentile","area","Justice40","Disproportionately Impacted Community","Total Population"
"La Plata County","08067970600",19.73,30.82,41.66,30.58,5.39,33.12,32.11,3.66,27,26.51,86.12,34.47,31.78,16.17,8.25,99.36,34.75,32.67,47.66,94.32,4.87,9.05,0.08,50.92,0.01,3.86,37.26,11.21,1.94,98.24,0.76,98.88,0.17,71.42,31.54,5.84,0,11.87,0.02,17.69,0.15,22.9,0.01,5.92,709.3,97.52,3,88.79,45.2,37.28,690.2,95.28,0.22,60.85,7359.55,99.6,20.8,95.28,0.06,58.85,0.19,72.78,2.6,48.55,402.93,19.32,86.1,2.05,6.72,46.78,7.2,68.84,12.8,48.71,7.1,53.22,0.12,16.65,0.03,33.79,0.17,33.5,0,24.7,0.12,63.17,0.26,35.06,"Census Tract",NA,NA,9621
"La Plata County","08067970900",20.73,34.11,50.2,63.25,6.5,28.89,24.02,3.19,41.4,22.31,95.7,25.94,31.85,41.95,3.92,100,18.57,32.83,47.23,90.39,5.19,12.97,0.31,71.74,0.06,19.48,511.69,61.62,0.01,62.21,0,36.67,0.17,71.42,38.14,21.7,0,12.13,0.01,12.41,0.06,9.93,0.02,7.05,0,80.54,1,81.91,47.46,39.55,364.91,92.39,11.23,97.04,7359.55,99.6,20.2,93.92,0.03,16.25,0.17,64.53,2,27.74,298.77,10.71,81.9,23.81,4.62,12.72,6.7,58.94,11.9,34.22,5.8,27.94,0.13,17.37,0.05,43.15,0.2,39.4,0.01,31.66,0.09,33.84,0.26,32.96,"Census Tract",NA,NA,4055
"Yuma County","08125963100",16.16,18.65,19.81,0.48,2.57,57.05,75.26,6.3,20.51,27.29,10.95,63.13,50.98,6.57,9.05,0.88,90.55,60.37,40.26,0.16,5.55,19.14,0.43,80.14,0.04,14.01,62.85,16.2,1.31,97.52,0.13,94,0.18,71.58,36.45,17.53,0.01,46.1,0.01,2.88,1.45,87.35,0.01,3.76,5773.1,99.76,8,96.16,29.77,26.94,5.3,20.66,0,51.64,0,1.68,15.4,8.01,0.08,83.27,0.18,70.46,5.7,97.26,360.34,15.3,78.7,62.79,7.96,66.44,8.1,84.22,14,68.36,8.7,75.93,0.18,33.95,0.12,75.9,0.37,75.97,0.06,84.78,0.11,55.82,0.22,18.95,"Census Tract",NA,NA,4422
"Yuma County","08125963200",15,15.45,20.46,0.56,2.65,51.27,65.81,5.66,24.99,21.15,10.72,50.18,52.35,13.13,2.96,0.56,70.3,62.29,40.87,0.88,5.54,18.49,0.53,86.47,0.03,13.12,56.61,15.55,2.39,98.64,0.19,95.36,0.18,71.58,37.43,19.62,0,6.76,0.01,2.08,2.31,94.8,0.01,6.16,2933.2,99.2,9.5,97.04,25.03,23.92,4.7,18.98,0,51.64,0,1.68,15.4,8.01,0.08,81.59,0.18,71.58,5.8,97.42,350.95,14.73,80.6,40.19,4.64,12.89,7.8,80.27,14.1,70.13,9.3,82.61,0.28,56.77,0.1,69.34,0.4,80.58,0.04,77.65,0.12,64.54,0.21,12.96,"Census Tract",TRUE,NA,5581
"Garfield County","08045951701",21.17,35.63,36.48,16.73,4.72,40.59,46.68,4.48,36.86,50.42,21.8,37.04,44.14,30.02,47.8,2.96,41.23,50.44,46.7,83.83,4.55,4.32,0.11,54.68,0.06,19.08,542.52,63.99,0.02,78.7,0,59.25,0.11,57.97,37.18,19.22,0.01,51.21,0.01,8.97,0.75,72.62,0.38,42.99,0,80.54,0,72.94,98.49,98.28,117.07,83.99,0,51.64,5876.96,92.87,13.4,0.56,0.05,36.19,0.14,49.88,3.1,66.37,332.04,13.45,81.7,25.95,11.67,96.57,5.3,29.23,12.7,47.1,5.6,23.59,0.32,63.49,0.11,74.46,0.14,24.11,0.02,61.3,0.06,15.67,0.35,67.53,"Census Tract",NA,NA,4162
"Garfield County","08045951901",24.17,44.44,31.67,8.25,4.1,53.39,69.98,5.89,26.56,30.87,42.7,53.86,52.92,15.21,12.89,39.07,77.26,62.77,45.82,64.29,4.55,4.48,0.17,61.09,0.02,8.21,66.9,16.69,1.39,97.84,0.1,92.15,0.11,57.97,31.33,5.2,0,38.73,0.01,5.68,0.07,11.45,0.04,14.33,1925.5,98.96,4.1,91.03,86.14,82.11,504.78,93.84,0.24,61.09,5876.96,92.87,15,6.24,0.1,94.48,0.16,58.21,3.2,69.27,406.9,19.65,77.6,73.12,6.33,39.92,6.1,46.78,14.1,70.13,7.1,53.22,0.16,27.54,0.07,56.04,0.33,69.5,0.05,82.91,0.08,28.84,0.42,85.67,"Census Tract",NA,NA,4936
"Routt County","08107000800",8.46,2.48,25.14,2.08,3.26,23.54,14.33,2.6,16.55,22.47,44.98,28.86,18.23,3.12,4.16,46.36,23.94,13.45,47.52,93.03,4.71,6.81,0.26,68.29,0.01,3.54,0.25,0.82,0,44.44,0.01,73.1,0.37,79.5,30.6,2.88,0,27.38,0.01,7.29,0.04,6,0.01,4.96,0,80.54,5.5,93.84,73.25,64.44,63.36,73.02,0.08,56.93,2527.84,81.43,16,12.09,0.07,69.26,0.13,44.44,1.5,12.26,280.11,9.02,81.4,29.77,4.48,11.46,6.7,58.94,12.6,45.41,6.7,44.69,0.09,7.69,0.04,37.47,0.2,39.48,0,24.7,0.04,4.28,0.25,30.53,"Census Tract",NA,NA,2095
"Arapahoe County","08005007400",49.33,89.51,50.71,65.57,6.57,68.05,91.27,7.51,57.84,56.96,30.19,49.52,86.59,82.55,61.49,10.25,68.94,96.88,43.8,18.17,8.56,91.67,0.71,94.4,0.43,85.75,583.22,65.88,0,52.2,0,25.62,0.13,70.62,49.3,86.31,0,28.94,0.1,64.45,0.24,40.35,1.34,77.26,0,80.54,0,72.94,NA,NA,3.43,15.29,0,51.64,38.63,13.69,18.8,76.86,0.06,53.72,0.09,19.38,1.5,12.26,1192.82,92.27,75.9,85.49,11.83,96.99,5.1,24.72,15.6,86.07,9.7,86.15,0.75,96.48,0.24,92.63,0.46,87.3,0.13,96.44,0.12,61.07,0.46,91.74,"Census Tract",TRUE,NA,5386
"Arapahoe County","08005007600",53.26,93.35,53.25,74.94,6.9,69.97,93.43,7.72,63.75,53.92,31.58,53.68,86.27,93.92,54.84,11.77,76.86,96.48,43.93,20.9,8.52,90.31,0.36,75.1,0.43,85.67,2903.61,97.63,0,49.72,0,50.2,0.13,70.62,48.66,83.19,0,35.44,0.09,58.93,0.34,51.08,2.17,91.67,0,80.54,0,72.94,0,23.06,2.61,12.89,1.53,73.34,38.63,13.69,18.8,76.86,0.06,62.77,0.1,23.94,1.6,14.68,1528,97.75,77.8,71.26,8.95,79.75,5.6,35.51,16.5,91.87,10.7,92.67,0.74,95.84,0.23,92.31,0.54,93.04,0.18,98.79,0.11,53.96,0.48,93.93,"Census Tract",TRUE,NA,3721
"Jefferson County","08059009847",16.74,20.98,44.29,39.39,5.74,26.45,19.14,2.92,33.75,39.79,69.85,38.77,14.12,25.22,26.18,89.11,46.68,8.57,48.56,98.16,5.63,21.54,0.14,58.69,0.05,16.99,150.3,28.56,0,44.44,0,26.42,0.02,30.26,40.53,26.58,NA,NA,0.05,44.04,0.07,11.53,0.69,57.73,0,80.54,0,72.94,0,23.06,1131.39,96.96,0,51.64,177.35,49.08,21.6,96.88,0.04,33.15,0.19,74.46,3.8,83.79,330.88,13.37,81.9,23.81,10.19,89.87,8,83.49,10.3,11.59,6.1,34.54,0.1,10.89,0.01,7.61,0.09,12.62,0,24.7,0.05,9.13,0.26,33.68,"Census Tract",NA,NA,3262
"Jefferson County","08059012034",11.64,7.37,44.96,42.11,5.82,18.11,5.44,2,35.99,37.07,70.81,27.29,8.93,28.42,21.86,90.95,20.98,3.04,47.33,91.27,6.38,37.79,0.04,41.23,0.13,29.47,80.5,18.74,0,44.44,0,38.51,0.02,30.26,39.8,24.9,0,23.92,0.08,57.81,0.09,14.17,0.15,22.34,0,80.54,0,72.94,45.42,37.39,1741.29,98.72,0.02,53.96,177.35,49.08,21.2,96.16,0.02,10.09,0.27,92.47,4,87.1,479.6,28.02,NA,NA,NA,NA,8.9,92.83,8.8,1.29,6.5,41.38,0.05,1.84,0.01,8.97,0.08,8.17,0,24.7,0.06,16.96,0.19,8.99,"Census Tract",NA,NA,3710
"Jefferson County","08059009837",17.95,25.22,52.92,73.58,6.85,23.73,14.73,2.62,40.57,63.31,67.21,38.5,8.97,38.83,74.78,87.19,45.64,3.12,47.01,87.91,7.08,47,0.03,34.19,0.12,28.9,35.64,10.97,0.11,88.47,0.06,88.39,0.02,30.26,41.02,28.1,0.19,84.49,0.15,79.82,0.83,75.42,0.32,38.35,8,86.63,1.1,82.63,33.23,29.2,236.74,89.83,1.98,76.46,177.35,49.08,18.6,60.53,0.06,56.29,0.16,59.57,3.2,69.27,493.25,29.87,81,36.19,6.92,49.79,7.5,74.56,9.9,7.57,5.7,26.33,0.11,12.81,0.01,10.33,0.03,0.97,0,24.7,0.07,23.02,0.18,7.13,"Census Tract",NA,NA,6533
"Jefferson County","08059009828",23.21,41.87,46.48,46.84,6.02,34.93,36.27,3.86,44.8,37.02,59.29,36.63,33.23,51.8,21.78,76.94,40.03,34.35,45.25,51,8.02,70.62,0.02,31.31,0.25,56.12,392.05,52.29,0,44.44,0,22.98,0.02,30.26,47.35,71.1,0,2.43,0.11,68.29,0.49,61.25,1.02,69.26,0,80.54,0,72.94,0,23.06,48.58,66.53,4.94,90.23,177.35,49.08,18,41.95,0.02,7.21,0.2,78.54,3.3,71.77,743.03,65.78,81,36.19,5.29,21.42,7.8,80.27,11,20.69,6.1,34.54,0.24,48.28,0.03,25.7,0.09,11.81,0.02,56.76,0.1,47.82,0.26,33.85,"Census Tract",NA,NA,5802
"Jefferson County","08059012058",17.4,22.58,37.98,20.34,4.92,32.04,29.94,3.54,24.15,32,71.61,36.03,28.06,11.53,14.73,91.67,38.67,26.82,48.22,97.28,4.9,9.77,0.33,73.66,0.03,9.98,39.11,11.7,0,44.44,0,33.71,0.02,30.26,32.07,7.53,0,14.47,0.06,44.6,0.05,8.33,0.05,15.61,0,80.54,1,81.91,71.2,62.07,1534.44,98.24,0.03,54.68,177.35,49.08,24.6,99.76,0.02,10.41,0.2,78.14,3.6,80.08,488.52,29.15,NA,NA,5.17,19.75,8,83.49,10.9,19.16,6.8,47.34,0.06,3.2,0.04,34.59,0.18,33.98,0.01,29.88,0.11,53.88,0.39,80.49,"Census Tract",NA,NA,3853
"Jefferson County","08059012027",16,18.17,47.35,51.24,6.13,23.63,14.41,2.61,41.14,34.79,72.32,35.4,11.87,41.07,18.25,92.15,36.99,5.6,47.7,94.88,6.15,36.43,0.36,75.5,0.09,24.32,97.95,21.11,0,44.44,0.05,87.75,0.02,30.26,37.97,21.38,0,22.53,0.06,46.68,0.07,12.17,0.12,20.66,0,80.54,1,81.91,42.83,35.34,1986.97,99.2,0.12,58.45,177.35,49.08,21.2,96.16,0.04,20.82,0.27,92.55,3.8,83.79,230.07,6.44,76.5,81.58,NA,NA,8.9,92.83,9.9,7.57,6.5,41.38,0.12,15.45,0.01,5.92,0.06,5.58,0.01,36.03,0.1,52.02,0.16,2.91,"Census Tract",NA,NA,3122
"Jefferson County","08059010403",58.32,96.88,64.24,96.72,8.32,63.5,84.79,7.01,62.99,81.23,49.74,55.53,71.48,92.87,95.52,59.09,80.78,83.67,45.34,53.72,7.78,62.93,0.24,66.29,0.38,78.1,3438.68,98.69,0,45.4,0.03,84.55,0.02,30.26,48.06,77.82,0.89,94.45,0.1,66.21,0.61,67.17,2.7,95.36,0,80.54,0,72.94,99.78,99.14,8.48,26.98,8.38,95.44,177.35,49.08,18.2,48.44,0.09,88.79,0.08,17.13,2.5,45.24,799.89,71.66,74.9,90.23,7.71,63.1,6,43.72,14.7,76.89,7.1,53.22,0.31,62.29,0.12,76.78,0.35,72.82,0.03,71.9,0.13,67.93,0.38,78.38,"Census Tract",NA,NA,5653
"Jefferson County","08059012050",25.33,47,53.01,74.06,6.87,33.43,33.07,3.69,49,51.66,62.4,28.54,38.32,63.89,50.68,82.39,23.14,42.11,46.16,71.66,7.26,50.28,0.18,62.37,0.24,53.95,304.38,45.17,0,44.44,0,32.99,0.02,30.26,46.91,67.01,0,16.12,0.09,59.09,0.92,77.74,0.39,43.71,0,80.54,0,72.94,NA,NA,23.54,47.32,1.88,75.34,177.35,49.08,19,86.63,0.02,8.65,0.19,74.38,2.9,60,604.38,47.58,84.9,4.56,6.94,50.46,6.7,58.94,10.9,19.16,5.7,26.33,0.22,45.16,0.02,23.78,0.14,25.81,0.04,79.68,0.06,16.4,0.43,87.45,"Census Tract",NA,NA,4140
"Jefferson County","08059010603",48.16,87.83,57.12,84.71,7.4,58.98,78.62,6.51,59.56,76.57,32.8,48.6,69.36,86.95,91.27,13.85,67.01,81.18,44.38,32.59,8.06,71.82,0.66,91.99,0.47,88.08,537.7,63.5,0.01,71.5,0,40.59,0.02,30.26,50.02,89.19,0.21,86.05,0.15,80.14,0.35,52.44,2.63,94.88,0,80.54,0,72.94,NA,NA,2.04,10.89,0,51.64,177.35,49.08,18,41.95,0.07,72.38,0.2,76.46,2.6,48.55,643.99,52.66,74.4,92.74,3.85,5.86,7.7,78.42,12.2,38.57,7.8,65.06,0.29,59.97,0.1,70.7,0.28,58.66,0.02,68.1,0.15,80.45,0.4,81.7,"Census Tract",NA,NA,3407
"Jefferson County","08059012045",22.53,39.55,49.75,61.33,6.44,31.69,29.38,3.5,41.58,52,63.82,39.4,23.97,42.75,51.4,83.99,48.6,20.9,46.76,84.79,6.87,43.07,0.01,21.38,0.23,49.36,407.37,53.6,0,44.44,0,22.5,0.02,30.26,46.32,59.49,0,22.01,0.1,63.33,0.16,25.22,0.59,53.32,0,80.54,0,72.94,89.54,93.32,30.4,53.8,2.9,81.75,177.35,49.08,18.8,76.86,0.06,65.81,0.15,55.88,2.9,60,582.9,44.36,78.4,65.86,5.12,18.91,5.9,41.87,11.5,28.1,5.1,15.94,0.09,8.09,0.02,22.02,0.17,31.8,0.01,31.34,0.1,44.51,0.24,24.05,"Census Tract",NA,NA,6185
"Jefferson County","08059012030",16.97,21.62,40.25,26.26,5.21,29.49,25.22,3.26,27.04,36.37,70.55,39.87,19.11,16.25,20.42,90.55,49.16,14.25,48.66,98.48,5.39,14.89,0.27,69.34,0.04,13.93,39.16,11.87,0,44.44,0,22.5,0.02,30.26,35.72,15.21,NA,NA,0.05,42.27,0.05,9.05,0.24,31.87,0,80.54,0,72.94,38.19,32.33,2013.53,99.36,0,51.64,177.35,49.08,23.2,98.4,0.02,5.6,0.15,55.64,3.3,71.77,735.1,64.73,NA,NA,8.53,74.48,7.7,78.42,10.8,17.47,6.6,43.16,0.08,5.28,0.02,13.29,0.18,36,0.01,32.87,0.06,12.52,0.29,46.8,"Census Tract",NA,NA,3867
"Jefferson County","08059012035",6.55,1.52,42.19,32.43,5.46,10.86,1.44,1.2,31.63,34.82,70.69,16.5,5.23,22.34,18.41,90.79,5.28,1.04,47.45,92.47,6.28,37.07,0.03,34.51,0.1,26.73,20.86,7.45,0,44.44,0,44.68,0.02,30.26,38.73,22.42,0,16.72,0.12,74.38,0.09,13.93,0.15,22.58,0,80.54,1,81.91,25.13,24.03,2146.51,99.52,0.01,53.16,177.35,49.08,21.2,96.16,0.03,16.65,0.14,49.64,3.1,66.37,499.43,30.84,83.5,11.35,3.05,2.59,7.1,67.47,8.9,1.69,5.1,15.94,0.06,3.76,0,2.48,0.05,2.75,0,24.7,0.05,6.22,0.18,5.18,"Census Tract",NA,NA,5286
"Jefferson County","08059009841",25.85,48.92,56.51,83.35,7.32,32,29.78,3.53,48.33,66.62,62.78,39.25,24.76,61.81,80.54,82.95,48.12,22.02,45.74,61.57,7.66,60.21,0.03,33.23,0.26,58.7,370.27,50.33,0.02,77.74,0,22.5,0.02,30.26,47.73,74.7,0.89,94.63,0.1,66.85,0.61,67.09,0.68,57.49,0,80.54,0,72.94,48.22,40.62,34.29,57.49,5.29,90.95,177.35,49.08,18.6,60.53,0.03,17.61,0.21,79.9,3.5,77.5,506.68,31.48,83,14.33,6.67,46.03,8.4,87.68,11.1,21.9,7,50.81,0.13,19.22,0.04,35.79,0.13,21.68,0,24.7,0.1,43.13,0.21,14.49,"Census Tract",NA,NA,2202
"Jefferson County","08059009815",13.19,10.97,48.98,58.05,6.34,18.83,6.97,2.08,39.37,58.13,59.04,25.74,11.93,35.55,63.89,76.22,18.17,5.76,45.84,64.77,7.71,61.33,0.02,32.35,0.19,40.1,135.05,26.68,0,44.44,0,22.5,0.02,30.26,45.85,54.68,0,42.63,0.13,75.42,0.31,49.08,0.29,36.67,0,80.54,0,72.94,74.43,65.95,82.99,79.18,0,51.64,177.35,49.08,18.6,60.53,0.05,34.19,0.13,42.83,3.2,69.27,491.22,29.55,83.9,9.21,4,7.2,7,65.62,10.7,16.1,5.6,23.59,0.08,5.6,0.01,7.77,0.06,4.94,0.01,49.88,0.07,22.62,0.2,11.9,"Census Tract",NA,NA,5395
"Jefferson County","08059011702",33.68,65.81,49.99,62.29,6.47,47.13,59.17,5.2,51.62,42.39,54.31,42.08,52.17,69.26,30.98,68.45,54.04,61.97,45.51,57.01,7.56,57.49,0.06,47.08,0.3,67.31,441.1,55.48,0.05,83.91,0,23.62,0.02,30.26,47.79,75.34,0,3.29,0.13,74.86,0.16,26.82,1.18,73.5,0,80.54,0,72.94,89,86.21,17.31,39.63,0,51.64,177.35,49.08,19,86.63,0.03,14.17,0.22,85.51,3.7,82.5,747.37,66.1,79.5,52.93,3.88,6.11,8.6,90.58,11.7,30.76,8.2,69.57,0.34,66.37,0.08,60.21,0.21,42.15,0.01,32.71,0.15,81.83,0.29,44.7,"Census Tract",NA,NA,5693
"Arapahoe County","08005007201",48.29,88.07,49.16,58.85,6.37,68.72,91.99,7.59,53.41,51.24,38.56,54.1,83.34,73.42,49.64,27.54,78.06,94.32,43.83,18.65,8.52,90.39,0.33,73.9,0.38,77.7,358.89,49.26,0,44.44,0,26.02,0.13,70.62,50.63,90.87,0,19.76,0.1,67.09,0.19,33.31,1.04,69.82,0,80.54,0,72.94,NA,NA,12.1,32.59,0.54,64.45,38.63,13.69,18.8,76.86,0.11,97.6,0.08,18.49,1.6,14.68,788.85,70.61,76.5,81.58,10.28,90.21,5.5,33.25,17.1,94.04,10.6,92.19,0.77,97.44,0.29,95.36,0.51,90.94,0.16,97.57,0.1,45.07,0.45,90.2,"Census Tract",TRUE,NA,4083
"Arapahoe County","08005007202",42.61,79.74,46.92,48.92,6.08,63.53,84.95,7.01,49.98,55.75,31.97,41.95,85.1,66.05,58.93,12.89,53.64,95.6,43.69,15.29,8.56,91.59,0.51,84.47,0.38,77.21,184.12,33.31,0,44.44,0,22.5,0.13,70.62,50.57,90.55,0,24.18,0.11,70.94,0.29,46.28,0.86,64.37,0,80.54,0,72.94,NA,NA,7.05,24.42,0,51.64,38.63,13.69,18.6,60.53,0.09,88.39,0.06,6.89,1.5,12.26,1960.36,99.36,73.6,95.16,8.22,70.21,4.4,12.96,15.1,81.48,8.8,76.97,0.76,97.12,0.23,92.15,0.51,90.78,0.11,94.57,0.11,55.09,0.45,89.72,"Census Tract",TRUE,NA,4218
"Denver County","08031003201",17.79,24.26,59.65,89.35,7.72,20.86,9.93,2.3,58.65,84.23,37.04,22.73,18.99,84.87,98.24,24.1,13.85,14.01,43.35,6.81,8.43,86.39,0.5,84.23,0.72,97.42,933.57,81.91,0,44.44,0,49.56,0.58,97.6,54.3,96.72,0.12,79.03,0.49,96.88,1.56,88.95,2,89.27,0,80.54,0,72.94,NA,NA,0,7.77,0,51.64,263.79,61.09,18.8,76.86,0.01,2.88,0.11,29.62,1.9,23.71,718.85,62.56,79.6,51.44,9.15,82.01,4.7,16.75,11.8,32.61,4.2,5.56,0.13,18.41,0.01,8.81,0.25,53.32,0,24.7,0.04,3.96,0.32,55.47,"Census Tract",NA,NA,5853
"Jefferson County","08059060500",22.25,38.83,56.32,82.71,7.29,27.63,21.78,3.05,47.31,69.91,60.76,37.21,18.05,58.93,84.71,79.58,42.19,12.97,46.8,85.35,7.36,52.52,0.01,24.82,0.19,39.86,239.07,38.3,0.37,93.92,0.07,89.83,0.02,30.26,40.87,27.38,0.01,46.88,0.15,79.02,0.38,54.36,0.67,56.77,1,83.03,3.5,89.83,97.46,95.69,216.47,89.27,0.19,60.13,177.35,49.08,18.4,51.72,0.05,37.39,0.15,51.72,2.8,55.81,732.46,64.49,79,58.7,7.11,52.72,6.1,46.78,10.5,13.61,4.7,9.98,0.17,29.62,0.02,23.54,0.07,7.36,0.02,56.03,0.05,6.06,0.22,19.84,"Census Tract",NA,NA,7753
"Jefferson County","08059010701",46.45,86.15,58.87,87.91,7.62,55.2,72.54,6.09,57.29,74.52,46.37,58.55,51.84,81.59,88.95,50.12,85.51,61.65,44.55,36.43,7.99,69.58,0.53,86.55,0.42,85.02,440.26,55.32,0,53.16,0,47.88,0.02,30.26,48.71,83.67,0.12,79.12,0.13,76.62,0.36,52.76,2.12,91.11,0,80.54,0,72.94,NA,NA,20,43.47,0,51.64,177.35,49.08,18,41.95,0.04,24.9,0.28,94.4,3.5,77.5,778.34,69.57,78.9,59.91,8.5,74.06,9.9,98.23,11,20.69,8.3,70.77,0.19,35.71,0.06,54.52,0.3,62.38,0.01,34.33,0.17,88.21,0.31,52.79,"Census Tract",NA,NA,4470
"Jefferson County","08059012032",13.93,12.25,38.79,22.02,5.02,25.13,17.05,2.77,32.22,20.07,70.64,36.25,14,23.06,2.32,90.71,39.07,8.09,48.02,96.56,5.68,23.46,0.07,47.96,0.06,18.6,117.31,23.73,0,44.44,0,29.14,0.02,30.26,37.53,19.94,0,1.13,0.07,51.64,0.05,9.13,0.08,18.25,0,80.54,0,72.94,0,23.06,2896.52,99.84,0,51.64,177.35,49.08,23.2,98.4,0.02,5.92,0.23,86.39,4.2,89.68,612.25,48.39,82.2,20.47,8.11,68.54,7.8,80.27,10.3,11.59,6.3,37.28,0.09,7.53,0.01,5.28,0.1,13.43,0,24.7,0.1,43.86,0.21,13.04,"Census Tract",NA,NA,2734
"Jefferson County","08059009846",10.39,4.72,44.22,38.99,5.73,16.44,3.68,1.81,34.38,37.83,70.27,25.18,7.69,26.02,22.98,89.91,17.29,2.4,48.34,97.76,5.79,27.7,0.08,49.32,0.06,19.4,207.71,35.6,0,44.44,0,25.22,0.02,30.26,38.05,21.46,0,33.54,0.05,42.91,0.07,12.73,0.41,44.68,0,80.54,0,72.94,0,23.06,2002.8,99.28,0,51.64,177.35,49.08,21.6,96.88,0.04,27.86,0.18,68.53,4.5,92.58,272.96,8.62,NA,NA,6.09,35.15,8.5,89.13,8.8,1.29,5.7,26.33,0.07,3.84,0,4.32,0.05,3.24,0.01,50.53,0.06,13.41,0.18,5.67,"Census Tract",NA,NA,4733
"Jefferson County","08059009845",17.64,23.7,48.65,57.09,6.3,25.36,17.69,2.8,41.77,39.88,71.18,35.59,15.14,43.55,26.58,91.35,37.71,10.01,47.69,94.72,6.3,37.31,0.04,40.03,0.09,25.28,405.22,53.36,0,44.44,0.01,63.65,0.02,30.26,39.31,23.7,0,34.66,0.05,42.51,0.12,18.25,0.14,22.02,0,80.54,1.2,83.51,47.9,40.3,1414.77,97.92,0.06,55.56,177.35,49.08,21.2,96.16,0.05,51.16,0.26,91.11,4.3,90.81,407.65,19.73,80.2,44.28,10,89.04,8.9,92.83,8.6,0.72,6.5,41.38,0.11,12.17,0.02,15.77,0.09,12.14,0,24.7,0.06,16.88,0.2,12.39,"Census Tract",NA,NA,4210
"Jefferson County","08059009848",14.67,14.57,42.28,32.59,5.47,24.28,15.53,2.68,30.11,38.72,70.18,32.03,16.53,20.34,24.34,89.75,30.42,11.37,48.75,98.64,5.52,17.61,0.09,52.12,0.05,16.43,78.17,18.33,0,44.44,0,26.42,0.02,30.26,37.87,20.98,0,28.51,0.06,45.88,0.06,11.13,0.61,54.44,0,80.54,0,72.94,31.72,28.02,1840.53,98.96,0,51.64,177.35,49.08,21.4,96.72,0.02,8.89,0.25,90.15,4.9,95.08,414.38,20.53,NA,NA,8.2,69.87,10.2,98.63,9,1.93,7.1,53.22,0.08,5.44,0.03,24.5,0.09,11.49,0,24.7,0.08,33.28,0.22,16.19,"Census Tract",NA,NA,2629
"Jefferson County","08059009806",19.6,30.58,62.55,94.4,8.1,21.93,11.69,2.42,60.99,68.07,60.15,28.99,14.86,89.35,82.31,78.38,24.26,9.77,46.32,76.22,7.34,51.96,0.17,60.45,0.27,60.71,1635.18,91.41,0.02,77.5,0,60.37,0.02,30.26,46.48,62.05,0.06,68.2,0.07,52.04,1.34,85.03,2.05,90.15,0,80.54,0,72.94,50.38,42.35,42.57,62.77,1.12,70.22,177.35,49.08,18.6,60.53,0.09,88.23,0.21,81.1,4.3,90.81,428.33,22.06,84.3,6.79,4.7,13.81,9.5,96.7,9.1,2.58,6.6,43.16,0.07,4.48,0.02,14.73,0.08,8.82,0.01,38.46,0.12,66.8,0.18,7.21,"Census Tract",NA,NA,3867
"Jefferson County","08059009808",29.15,56.29,58.3,86.95,7.55,34.98,36.35,3.86,45.79,71.82,69.79,41.78,28.19,55.08,86.79,89.03,53.24,26.98,48.33,97.6,6.17,36.59,0.2,63.17,0.07,20.85,442.44,55.56,0.09,87.75,0.17,94.72,0.02,30.26,35.02,13.45,0.02,59.88,0.08,53.08,1,79.66,0.57,52.68,1.2,83.11,6.1,94.4,94.17,94.18,1153.4,97.28,0.06,55.96,177.35,49.08,19.2,88.79,0.04,32.27,0.16,61.65,2.9,60,546.79,38.08,80.4,42.51,6.1,35.23,7,65.62,11.3,25.12,6.1,34.54,0.09,7.21,0.02,20.98,0.21,42.64,0.01,48.83,0.08,30.45,0.31,52.39,"Census Tract",NA,NA,6024
