county_name,geoid20,geoid,enviroscreen_score_percentile,pollution_and_climate_burden_score_percentile,pollution_and_climate_burden_scale_value,health_and_social_factors_score_percentile,health_and_social_factors_scale_value,environmental_exposures_score_percentile,environmental_effects_score_percentile,climate_vulnerability_score_percentile,sensitive_populations_score_percentile,demographics_score_percentile,ozone_percentile,fine_particle_pollution_percentile,lead_exposure_risk_percentile,diesel_particulate_matter_(pm)_percentile,traffic_proximity_&_volume_percentile,air_toxics_emissions_percentile,other_air_pollutants_percentile,drinking_water_regulations_percentile,noise_percentile,wastewater_discharge_indicator_percentile,proximity_to_national_priorities_list_sites_percentile,proximity_to_risk_management_plan_sites_percentile,proximity_to_hazardous_waste_facilities_percentile,proximity_to_oil_and_gas_percentile,proximity_to_mining_locations_percentile,impaired_streams_and_rivers_percentile,wildfire_risk_percentile,floodplains_percentile,drought_percentile,extreme_heat_days_percentile,population_under_5_percentile,population_over_64_percentile,heart_disease_in_adults_percentile,asthma_hospitalization_rate_percentile,life_expectancy_percentile,low_birth_weight_percentile,cancer_prevalence_percentile,diabetes_prevalence_percentile,mental_health_indicator_percentile,percent_people_of_color_percentile,percent_less_than_high_school_education_percentile,percent_low_income_percentile,percent_linguistic_isolation_percentile,percent_disability_percentile,housing_cost_burdened_percentile,area,justice40,disproportionately_impacted_community,total_population
El Paso County,08041005107,8041005107,27.3,19.3,4.88,35.71,3.82,23.7,30.66,39.95,26.98,43.23,71.1,31.39,8.65,35.02,52.21,44.44,22.5,43.23,28.58,84.23,9.53,14.57,61.01,80.54,72.94,57.54,73.66,51.64,79.74,11.13,90.55,19.06,45.24,60.79,23.81,14.14,16.75,56.2,14.01,67.65,20.9,22.33,60.73,36.03,50.61,Census Tract,NA,NA,9048
El Paso County,08041005108,8041005108,38.91,32.27,5.46,39.95,4.08,37.95,42.27,32.35,46.92,36.75,67.65,34.19,8.65,47.83,45.01,49.96,77.18,43.23,38.67,82.58,11.93,23.14,71.82,80.54,72.94,57.54,67.81,51.64,79.74,9.61,96.16,17.53,60,58.62,52.93,44.18,21.98,47.1,14.01,49.72,14.33,25.08,53.44,66.48,29.15,Census Tract,NA,NA,9219
El Paso County,08041005109,8041005109,29.62,26.18,5.21,33.47,3.7,31.95,36.51,33.39,21.54,44.44,69.02,33.39,8.65,41.14,40.83,57.01,52.68,43.23,34.75,85.18,10.41,16.89,72.86,80.54,72.94,57.54,60.21,51.64,79.74,11.13,57.17,40.75,74.52,36.63,2.23,9.29,43.72,50.24,31.88,60.69,21.22,35.19,60.81,31.5,43.4,Census Tract,NA,NA,8027
El Paso County,08041005110,8041005110,57.33,29.94,5.38,63.81,5.51,48.68,42.99,10.65,62.21,63.97,65.97,34.91,25.38,56.52,47.55,44.44,46.68,43.23,40.83,72.44,12.81,32.35,58.37,80.54,72.94,57.54,27.22,51.64,79.74,8.01,62.37,15.77,60,57,73.12,80.92,16.75,87.04,31.88,69.58,45.8,70.23,37.81,40.47,71.26,Census Tract,NA,NA,4230
El Paso County,08041005111,8041005111,50.36,40.27,5.76,48.92,4.65,50.2,47,28.66,24.74,65.01,64.13,34.75,40.35,42.43,40.02,44.44,65.73,43.23,34.51,92.11,13.21,34.03,56.45,80.54,72.94,57.54,70.46,51.64,79.74,8.01,70.94,17.37,42.82,43.64,50.42,28.62,8.45,70.13,8.05,84.15,66.29,51.29,49.07,34.09,57.17,Census Tract,NA,NA,8507
El Paso County,08041005201,8041005201,96.96,64.29,6.55,99.2,8.93,67.25,66.13,34.99,94.64,99.52,67.41,34.27,41.07,70.69,89.69,44.44,22.5,43.23,84.07,64.38,25.86,75.02,62.69,80.54,72.94,57.54,36.03,51.64,79.74,19.78,57.09,44.6,48.55,95.57,93.86,92.55,35.51,97.58,90.98,89.35,90.55,97.9,95.87,90.95,97,Census Tract,TRUE,NA,4364
El Paso County,08041005202,8041005202,94,62.13,6.47,97.28,8.36,68.29,65.17,27.62,99.44,82.55,66.21,35.55,43.96,70.13,86.82,44.44,22.5,43.23,89.59,64.04,25.06,73.66,60.21,80.54,72.94,57.54,27.14,51.64,79.74,19.78,76.7,87.99,62.9,96.7,87.26,92.22,61.11,91.87,81.64,75.82,44.44,79.45,66.23,77.3,88.83,Census Tract,TRUE,NA,3081
El Paso County,08041005300,8041005300,93.59,65.65,6.58,96.16,8.14,70.54,75.9,17.37,89.11,96.24,66.93,33.23,32.11,70.61,59.08,44.44,65.97,43.23,78.06,76.43,27.06,76.78,72.38,80.54,72.94,NA,17.61,51.64,79.74,19.78,90.79,20.34,55.81,92.51,95.16,77.74,27.05,92.67,74.4,85.11,85.75,89.16,84.37,83.6,86.32,Census Tract,NA,NA,4915
El Paso County,08041005400,8041005400,97.12,77.02,7,97.6,8.39,77.82,73.1,36.75,90.87,98.08,65.17,34.35,22.18,69.32,70.54,81.83,74.94,43.23,80.06,73.31,26.74,77.66,74.14,80.54,72.94,57.54,38.19,51.64,79.74,19.78,94.8,15.45,80.08,93.64,97.58,89.12,20.45,96.62,87.04,88.47,73.82,97.17,86.32,94.99,93.44,Census Tract,TRUE,NA,6164
El Paso County,08041005501,8041005501,60.37,17.61,4.79,78.54,6.51,38.35,6.81,36.19,84.39,71.42,73.02,33.47,8.65,46.14,75.53,72.62,24.98,43.23,50.04,2.95,11.45,17.05,74.22,80.54,72.94,NA,67.01,51.64,79.74,11.13,71.34,73.1,80.08,63.93,48.65,54.9,41.87,68.36,36.15,69.02,49,56.07,65.1,61.63,61.21,Census Tract,NA,NA,4942
El Paso County,08041005502,8041005502,81.51,45.72,5.98,88.55,7.28,69.42,35.55,22.1,75.42,89.59,72.46,33.87,26.02,53.62,87.64,62.53,51.16,43.23,63.25,NA,13.37,21.06,66.77,80.54,72.94,69.94,30.26,51.64,79.74,14.81,70.54,29.38,45.24,81.08,56.93,83.6,16.75,96.46,54.51,68.53,55.4,92.31,84.86,85.95,96.28,Census Tract,NA,NA,4630
El Paso County,08041005601,8041005601,48.36,24.98,5.15,55.08,4.98,35.31,26.66,32.51,58.45,53,70.78,34.03,8.65,49.68,60.15,57.01,26.82,43.23,54.2,NA,12.17,18.17,78.06,80.54,72.94,NA,58.85,51.64,79.74,11.13,58.93,71.02,77.5,38.33,18.33,14.31,58.94,64.9,50.81,65.17,38.03,44.58,43.08,54.44,37.17,Census Tract,NA,NA,5206
El Paso County,08041005602,8041005602,59.97,22.5,5.04,72.62,6.11,39.47,31.06,12.25,86.07,61.57,69.42,34.59,8.65,54.99,64.81,49.96,26.66,43.23,71.66,NA,12.97,23.54,76.46,80.54,72.94,NA,25.86,51.64,79.74,9.61,85.51,56.37,80.08,35.91,29.77,76.07,65.62,67.31,61.51,69.42,55.72,51.94,24.7,69.47,56.11,Census Tract,NA,NA,3422
El Paso County,08041005700,8041005700,71.74,40.59,5.77,77.9,6.47,61.41,33.39,26.26,88.07,66.93,70.46,34.11,22.98,60.47,64.08,44.44,59.33,43.23,57.25,NA,15.45,24.18,54.68,80.54,72.94,57.54,42.75,51.64,79.74,12.09,53.16,83.03,77.5,66.67,20.47,97.49,78.42,52.58,63.2,63.65,29.62,60.76,54.25,88.13,56.92,Census Tract,NA,NA,6092
El Paso County,08041005800,8041005800,45.88,32.67,5.47,47.32,4.52,46.68,35.39,28.9,62.05,38.59,69.58,34.43,22.1,58.86,48.12,44.44,25.78,43.23,64.45,NA,13.69,25.7,64.29,80.54,72.94,57.54,59.65,51.64,79.74,9.61,17.69,86.95,87.1,44.77,6.79,98.49,89.13,35.75,69,38.75,38.75,62.14,41.78,86.59,6.64,Census Tract,NA,NA,3059
El Paso County,08041005900,8041005900,65.25,49.08,6.08,63.89,5.52,67.57,43.47,25.94,70.78,58.37,68.13,35.47,42.91,63.04,81.51,44.44,34.75,43.23,61.89,61.01,16.89,36.67,47.64,80.54,72.94,57.54,63.97,51.64,79.74,8.01,4.48,77.66,77.5,76.65,75.07,53.89,74.56,52.58,63.2,56.61,18.57,42.07,59.11,81.58,70.2,Census Tract,NA,NA,6673
El Paso County,08041006000,8041006000,97.44,59.65,6.4,99.76,9.23,76.06,46.92,26.74,99.6,95.68,67.09,35.79,38.99,65.62,76.92,79.9,33.95,43.23,78.46,51.99,19.86,42.67,52.92,80.54,72.94,57.54,40.67,51.64,79.74,12.89,86.15,69.1,83.79,85.67,75.07,93.31,67.47,92.19,91.3,82.23,78.14,91.34,90.04,75.69,95.22,Census Tract,NA,NA,7045
El Paso County,08041006100,8041006100,83.59,57.89,6.34,86.15,7.09,70.78,56.29,20.82,53.96,96.64,66.29,35.95,29.3,68.12,84.12,79.9,27.62,43.23,78.54,63.52,22.5,54.44,57.25,80.54,72.94,NA,21.54,51.64,79.74,19.78,85.91,4.72,39.68,98.71,85.77,94.73,5.48,98.39,59.42,84.55,87.11,93.69,91.26,73.1,89.8,Census Tract,TRUE,NA,4340
El Paso County,08041006200,8041006200,94.56,60.85,6.43,98.4,8.55,69.02,62.61,25.7,91.91,98.8,64.53,36.11,40.11,64.33,61.7,79.9,35.39,43.23,56.93,70.97,21.94,62.05,63.97,80.54,72.94,57.54,63.49,51.64,79.74,8.01,90.47,28.1,62.9,82.85,69.02,81.09,35.51,96.86,80.35,90.07,91.19,92.07,86.88,88.77,90.69,Census Tract,TRUE,NA,5194
El Paso County,08041006301,8041006301,79.98,50.76,6.12,84.39,6.98,51.56,79.02,16.25,72.54,87.03,62.77,36.27,8.65,65.14,60.97,59.17,58.61,43.23,61.65,88.65,23.22,77.58,96.4,80.54,72.94,57.54,40.51,51.64,79.74,8.01,84.95,30.9,62.9,69.4,NA,46.03,15.54,90.74,61.51,89.51,72.78,74.43,80.89,72.05,65.51,Census Tract,NA,NA,5196
El Paso County,08041006302,8041006302,76.54,58.77,6.36,76.54,6.36,61.49,69.5,28.18,26.82,95.76,64.85,36.03,34.59,68.52,76.6,44.44,22.5,43.23,76.46,78.94,24.02,70.62,72.14,80.54,72.94,57.54,49.88,51.64,79.74,11.13,85.99,1.84,42.82,61.92,81.58,89.54,1.93,98.39,34.54,87.83,79.58,91.59,76.19,79.81,97.89,Census Tract,TRUE,NA,6035
El Paso County,08041006400,8041006400,91.99,68.05,6.66,93.67,7.74,73.98,74.06,18.73,73.66,97.84,63.41,35.23,44.04,65.38,64.16,71.58,42.99,43.23,68.21,76.17,26.02,71.9,81.67,80.54,72.94,57.54,33.79,51.64,79.74,11.13,86.55,9.93,52.82,86.23,62.79,91.88,14.25,98.39,86.15,83.83,83.99,93.37,91.01,85.78,92.31,Census Tract,TRUE,NA,7530
El Paso County,08041006501,8041006501,81.02,43.63,5.89,89.03,7.34,44.52,70.38,20.66,76.62,89.67,61.81,35.87,8.65,63.53,44.11,55.24,49.48,43.23,65.09,65.08,25.38,70.38,85.99,80.54,72.94,57.54,43.71,51.64,79.74,9.61,81.99,8.57,62.9,77.54,87.26,90.96,18.44,95.97,75.93,94.88,87.51,84.47,86.07,79.64,51.74,Census Tract,TRUE,NA,3877
El Paso County,08041006502,8041006502,75.26,48.76,6.07,78.14,6.5,54.36,67.97,19.78,51.64,87.99,60.93,34.83,32.03,61.03,68.09,55.96,28.42,43.23,43.55,56.41,26.66,69.18,85.83,80.54,72.94,57.54,50.04,51.64,79.74,8.01,47.8,5.2,45.24,83.9,82.98,56.4,11.43,96.86,67.55,83.59,69.9,88.35,80,78.84,62.27,Census Tract,TRUE,NA,7508
El Paso County,08041006600,8041006600,57.17,42.43,5.85,57.09,5.07,46.2,32.27,64.53,84.63,34.91,83.43,23.62,80.7,24.07,66.69,44.44,26.98,43.23,35.63,18.54,26.9,82.31,49.56,80.54,72.94,23.06,90.31,51.64,79.74,19.78,47.88,89.67,87.1,86.8,74.14,17.49,93.72,29.31,66.34,10.65,28.9,39.32,24.7,86.35,56.6,Census Tract,NA,NA,2368
El Paso County,08041006700,8041006700,43.31,54.52,6.23,35.79,3.82,33.71,20.98,95.6,46.52,30.5,85.19,17.53,82.31,17.95,67.43,44.44,26.98,43.23,24.5,12.22,28.18,46.6,22.9,80.54,76.06,39.66,97.76,51.64,79.74,94.72,4.96,81.67,87.1,23.91,44.28,38.16,76.49,35.75,49.44,8.17,29.7,47.17,24.7,57.27,50.12,Census Tract,NA,NA,6132
El Paso County,08041006801,8041006801,45.16,24.26,5.12,51.32,4.79,41.39,14.81,42.27,54.12,51.16,79.58,31.14,8.65,48.71,70.46,70.62,22.5,43.23,68.13,8.15,10.81,18.33,63.17,80.54,72.94,58.62,32.99,51.64,79.74,26.5,28.5,39.87,45.24,44.04,52.93,33.05,35.51,81.48,36.15,30.18,48.36,71.12,49.72,30.86,49.8,Census Tract,NA,NA,4304
El Paso County,08041006802,8041006802,38.27,18.17,4.81,48.12,4.58,32.91,7.45,51.24,42.27,52.68,80.06,30.26,8.65,43.24,48.61,71.82,22.5,43.23,54.28,4.94,10.97,15.93,59.57,80.54,72.94,NA,43.63,51.64,79.74,26.5,73.18,30.34,69.27,48.07,5.49,60.17,39.21,54.35,26.33,41.07,34.19,56.72,54.66,48.06,44.37,Census Tract,NA,NA,4054
El Paso County,08041006901,8041006901,13.45,16.01,4.67,22.26,3.08,35.23,8.97,26.66,32.19,19.54,77.9,30.58,14.65,38.41,59.25,44.44,31.14,43.23,46.84,4.07,10.25,14.09,56.69,80.54,72.94,57.54,47,51.64,79.74,11.13,76.78,12.09,60,47.34,43.72,34.39,29.23,34.22,11.19,35.63,25.38,18.45,54.49,17.77,8.91,Census Tract,NA,NA,5109
El Paso County,08041006902,8041006902,19.3,24.74,5.14,23.86,3.18,43.88,11.21,47.32,30.02,23.62,78.86,30.9,14.49,41.47,64.98,70.62,22.5,43.23,61.57,5.55,10.57,15.45,62.29,80.54,72.94,57.54,69.02,51.64,79.74,14.81,94.32,12.01,52.82,73.67,13.12,31.38,24.72,54.35,14.01,43.23,5.2,32.69,36.76,29.16,37.25,Census Tract,NA,NA,5239
El Paso County,08041007000,8041007000,24.02,36.19,5.64,23.38,3.15,36.51,23.86,71.9,22.9,27.46,83.59,28.02,8.65,41.06,51.64,55.56,53.88,43.23,44.44,40.99,13.85,15.69,38.59,80.54,72.94,62.18,75.74,51.64,79.74,32.19,53.08,22.18,55.81,25.36,6.79,51.21,46.78,21.9,20.13,42.27,19.06,16.75,36.44,32.96,33.93,Census Tract,NA,NA,4520
El Paso County,08041007101,8041007101,16.49,21.14,4.96,22.18,3.07,28.26,21.94,43.39,18.65,29.14,79.26,29.22,8.65,30.84,49.67,52.52,49.8,43.23,29.06,24.61,11.13,13.21,73.1,80.54,75.66,60.02,83.11,51.64,79.74,11.13,64.93,6,52.82,63.12,33.49,39.5,12.96,40.5,6.04,64.21,16.65,21.04,33.04,24.96,36.68,Census Tract,NA,NA,10685
El Paso County,08041007102,8041007102,2.4,27.22,5.25,2.32,1.6,43.63,8.57,63.65,11.77,1.92,81.83,28.66,14.17,37.28,69.07,69.74,41.71,43.23,36.43,2.51,12.33,14.49,60.05,80.54,72.94,65.09,65.17,51.64,79.74,26.5,91.03,15.61,69.27,8.29,10.98,16.82,35.51,17.47,12.24,20.1,13.05,0.89,39.11,18.9,0.81,Census Tract,NA,NA,10097
El Paso County,08041007201,8041007201,32.03,39.71,5.75,28.74,3.47,37.79,29.86,69.9,29.94,31.06,86.95,24.02,20.58,30.19,50.82,44.44,72.62,43.23,29.86,71.14,23.62,15.85,22.82,80.54,72.94,61.96,85.75,51.64,79.74,26.5,60.93,32.59,66.37,10.95,36.19,33.31,41.87,29.31,15.94,38.35,15.85,23.38,32.23,30.78,62.51,Census Tract,NA,NA,10751
El Paso County,08041007202,8041007202,17.05,34.19,5.54,17.45,2.79,26.98,36.59,71.34,29.14,14.09,88.23,20.98,8.65,25.04,36.58,66.13,69.34,43.23,28.18,97.66,27.78,14.89,26.1,80.54,72.94,59.59,89.75,51.64,79.74,26.5,40.59,52.92,85.32,21.42,2.88,67.28,68.84,19.16,29.23,28.5,26.5,10.28,24.7,26.33,9.64,Census Tract,NA,NA,9588
El Paso County,08041007300,8041007300,16.25,21.06,4.96,21.86,3.06,14.57,35.23,72.14,38.83,14.57,89.43,20.34,8.89,21.18,10.47,66.13,22.5,43.23,24.98,99.22,29.7,13.05,34.27,80.54,72.94,43.53,93.03,51.64,79.74,26.5,35.15,41.63,74.52,24.07,18.33,47.62,61.11,25.12,29.23,39.79,15.21,13.83,27.61,17.45,13.28,Census Tract,NA,NA,10786
El Paso County,08041007400,8041007400,3.6,16.97,4.74,4.96,1.96,13.05,27.22,71.66,22.42,2.08,90.47,18.65,8.65,20.53,12.27,44.44,22.5,43.23,23.46,95.75,31.87,10.73,27.86,80.54,72.94,31.9,91.19,51.64,79.74,26.5,10.65,69.82,87.1,7.57,9.21,86.86,81.56,9.58,36.15,14.17,10.97,0.57,24.7,42,1.86,Census Tract,NA,NA,8895
El Paso County,08041007500,8041007500,23.38,17.77,4.79,32.51,3.68,25.38,12.81,56.69,55.72,20.98,85.51,22.74,55.56,19,13.5,44.44,65.41,43.23,17.85,24,22.9,10.01,22.98,80.54,72.94,35.02,89.51,51.64,79.74,15.69,23.14,67.09,82.5,41.55,32.19,61.92,72.06,17.47,34.54,28.9,45.72,7.28,24.7,26.82,30.12,Census Tract,NA,NA,8852
El Paso County,08041007601,8041007601,27.94,13.93,4.54,41.15,4.16,20.26,19.14,45.4,58.77,31.22,74.78,28.18,20.98,21.9,10.64,64.13,32.59,43.23,21.62,72.1,9.85,10.33,24.82,80.54,81.91,57.54,86.87,51.64,79.74,11.13,60.85,31.87,77.5,36.23,29.77,42.09,63.61,38.57,39.05,45.4,38.67,13.03,37.09,35.46,29.88,Census Tract,NA,NA,9405
El Paso County,08041007602,8041007602,22.18,7.45,4.05,42.51,4.25,9.45,12.65,56.53,71.26,24.66,80.62,24.74,48.6,16.75,1.64,44.44,22.5,43.23,14.49,39.69,16.41,8.49,19.62,80.54,72.94,39.76,88.71,51.64,79.74,15.69,29.38,56.69,88.23,23.11,56.93,96.15,80.27,28.1,50.81,14.89,47,15.78,24.7,49.27,25.75,Census Tract,NA,NA,3524
El Paso County,08041007700,8041007700,73.18,67.97,6.66,67.41,5.76,65.09,45.8,73.42,66.69,66.61,81.35,29.06,25.78,58.62,82.57,73.9,30.34,43.23,64.53,64.73,12.73,34.83,69.02,80.54,72.94,61.21,79.66,51.64,79.74,32.19,63.89,65.73,74.52,33.74,39.26,28.62,68.84,41.63,43.16,53.48,36.43,40.86,79.35,71.41,67.45,Census Tract,NA,NA,6123
El Paso County,08041007800,8041007800,56.69,73.5,6.85,42.99,4.28,64.45,57.25,74.3,24.98,56.69,78.94,30.1,32.51,55.96,58.43,53.4,52.44,43.23,57.17,68.28,15.21,42.11,85.75,80.54,72.94,69.94,83.83,51.64,79.74,32.19,25.14,59.41,66.37,18.12,25.95,3.85,37.52,76.89,31.88,57.97,39.95,54.21,28.58,48.87,71.01,Census Tract,NA,NA,5457
El Paso County,08041007900,8041007900,20.42,56.93,6.3,15.13,2.64,40.59,62.53,69.18,17.93,18.73,83.75,24.9,30.82,25.6,25.7,84.71,48.84,43.23,43.47,35.36,24.34,88.55,75.74,80.54,72.94,61.42,83.91,51.64,79.74,26.5,5.28,99.76,97.26,16.26,12.47,40.25,99.68,1.69,67.55,18.73,11.05,16.02,39.35,73.83,12.31,Census Tract,NA,NA,2747
El Paso County,08041008000,8041008000,80.78,85.43,7.43,68.94,5.82,79.02,81.1,59.41,79.66,59.57,82.55,27.62,47.4,29.79,91.65,85.27,66.53,43.23,77.98,84.14,21.54,89.51,94.96,80.54,72.94,66.49,57.25,51.64,79.74,26.5,18.33,25.54,60,85.51,84.65,90.96,46.78,84.62,61.51,60.85,15.69,80.02,26.8,93.3,86.88,Census Tract,NA,NA,4537
Fremont County,08043978100,8043978100,56.53,13.45,4.51,78.38,6.5,18.25,15.13,56.29,99.84,34.99,56.85,12.25,61.89,10.63,5.89,95.84,98.4,52.36,10.57,23.22,44.36,9.77,12.57,80.54,96.8,39.33,96.64,51.64,84.71,13.45,72.54,89.19,97.26,77.46,88.28,95.15,84.22,71.58,85.02,9.13,41.15,62.62,24.7,74.96,34.01,Census Tract,NA,NA,3574
Fremont County,08043978200,8043978200,47.4,7.85,4.08,74.38,6.24,11.37,30.9,18.98,94.88,50.92,47.4,10.73,85.35,15.38,0.57,71.18,89.43,52.36,21.14,89.51,71.42,16.73,11.69,88.63,95.36,23.06,76.14,62.45,84.71,3.92,44.12,81.27,90.81,59.02,94.33,30.21,85.51,80.19,90.42,19.78,61.41,84.87,24.7,99.19,30.45,Census Tract,NA,NA,3628
Fremont County,08043978300,8043978300,60.93,18.57,4.84,78.22,6.5,14.73,40.03,60.37,99.2,41.71,59.09,9.53,61.81,5.72,20.38,44.44,71.26,52.36,9.13,36.4,83.51,39.23,13.77,80.62,87.35,39.87,97.44,57.89,84.71,13.45,54.36,92.71,97.42,84.46,72.19,83.18,94.36,64.9,85.02,8.41,69.74,78.72,24.7,82.07,32.63,Census Tract,NA,NA,5266
Fremont County,08043978400,8043978400,63.89,32.51,5.47,70.94,6,30.74,39.79,55.56,92.95,48.68,50.04,9.45,64.45,15.14,49.02,44.44,78.62,52.36,32.83,46.01,90.07,53.72,13.21,87.03,77.34,23.06,59.97,89.03,84.71,12.09,32.67,80.62,95.08,53.86,54.79,64.35,90.58,66.34,82.61,10.49,65.25,70.06,24.7,96.28,53.04,Census Tract,NA,NA,2388
Fremont County,08043978500,8043978500,52.2,15.13,4.62,71.02,6,15.29,32.51,49.72,96.16,42.03,52.36,8.33,66.45,11.92,9.82,44.44,41.87,52.36,20.02,34.4,80.62,47.8,13.61,80.54,84.07,23.06,86.23,51.64,84.71,12.09,69.98,96.8,96.77,75.04,97.58,16.15,96.7,66.34,85.02,12.09,54.68,64.24,24.7,86.83,34.66,Census Tract,NA,NA,5715
Fremont County,08043978600,8043978600,70.94,21.46,5,89.83,7.4,31.06,40.75,14.81,96.96,74.7,49.72,8.49,86.95,16.02,39.85,44.44,62.29,52.36,40.91,44.28,88.71,70.06,13.13,80.54,72.94,23.06,14.89,78.3,84.71,12.09,64.85,73.66,88.23,50.89,83.63,45.02,74.56,93.24,87.04,22.02,67.49,87.7,66.64,88.45,77.57,Census Tract,NA,NA,3631
Fremont County,08043978800,8043978800,54.2,30.1,5.38,60.37,5.29,23.94,45,63.01,89.43,34.83,49.4,8.17,85.91,15.3,20.7,44.44,60.77,52.36,28.9,49.57,93.92,76.46,12.49,80.54,81.91,23.06,77.82,88.39,84.71,12.09,23.38,83.67,96.05,74.32,93.12,24.02,91.22,59.26,81.64,7.05,70.54,58.9,24.7,81.18,24.78,Census Tract,NA,NA,2313
Fremont County,08043979000,8043979000,46.6,16.65,4.72,61.01,5.32,3.36,17.69,94.8,69.02,54.52,53.32,2.32,59.25,2.66,6.96,44.44,89.75,52.36,4.08,44.02,41.31,5.52,9.45,80.54,99.68,73.28,92.47,51.64,84.71,89.19,6.41,98.08,97.66,35.02,32.19,56.15,97.5,50.24,94.2,11.93,59.65,76.7,39.84,96.61,50.04,Census Tract,NA,NA,3456
Fremont County,08043979100,8043979100,47.8,22.98,5.05,56.69,5.05,21.62,41.95,50.04,97.36,13.93,48.44,9.37,72.22,12.96,12.03,44.44,85.91,52.36,27.22,38.47,96.08,66.69,12.25,88.15,87.51,23.06,79.34,56.85,84.71,12.09,35.71,91.59,95.73,62.72,86.14,65.77,97.91,57.57,90.98,1.52,46.2,75.08,24.7,88.53,3.81,Census Tract,NA,NA,3108
Fremont County,08043979200,8043979200,33.71,10.09,4.24,52.28,4.84,5.44,34.67,55.96,87.11,26.5,50.44,6.57,45.64,4.11,3.03,44.44,83.67,52.36,8.89,31.72,88.39,56.29,11.45,85.27,91.99,23.06,94.48,54.28,84.71,12.89,21.54,98.72,98.55,29.95,96.93,95.06,97.02,21.9,80.35,24.26,30.34,29.61,24.7,89.58,9.72,Census Tract,NA,NA,1713
Fremont County,08043979400,8043979400,27.78,5.04,3.83,53.24,4.91,4.64,35.15,26.02,54.84,54.2,47.96,10.01,62.21,7.33,0.16,97.92,99.44,52.36,10.89,93.67,75.02,18.9,11.21,93.43,96.32,25,91.83,59.49,84.71,4.56,8.97,84.55,97.74,21.66,58.7,8.28,89.13,72.71,86.15,31.79,61.33,66.42,25.43,94.43,33.28,Census Tract,NA,NA,3196
Fremont County,08043980100,8043980100,43.39,20.58,4.94,51.8,4.81,14.49,57.41,47.24,1.84,89.19,49.24,8.01,8.65,15.54,23.08,44.44,50.84,52.36,39.79,46.36,89.03,86.55,12.89,80.54,75.66,NA,79.42,51.64,84.71,12.09,1.68,8.49,90.81,0.89,NA,1,3.7,73.51,73.35,74.62,83.35,NA,NA,NA,NA,Census Tract,NA,NA,308
Fremont County,08043980200,8043980200,36.03,6.65,4.01,60.85,5.31,11.13,29.78,16.65,1.28,99.2,47.08,10.65,8.65,8.13,NA,44.44,53.16,52.36,24.18,98.7,57.73,13.77,11.05,83.75,72.94,NA,69.42,51.64,84.71,4.56,1.68,1.92,NA,0.89,NA,NA,1.93,52.58,41.38,93.92,88.95,NA,NA,NA,NA,Census Tract,NA,NA,3073
Fremont County,08043980300,8043980300,39.79,10.81,4.27,60.61,5.3,7.69,26.74,55.8,2.16,97.44,49.16,10.25,8.65,12.24,4.17,44.44,74.54,52.36,27.54,37.87,82.39,26.58,12.81,85.59,77.34,23.06,79.26,68.69,84.71,12.09,1.68,4.8,95.32,0.89,NA,NA,1.53,81.48,47.34,85.27,89.19,NA,NA,NA,NA,Census Tract,NA,NA,5952
Garfield County,08045951600,8045951600,23.78,4.16,3.72,50.84,4.75,7.45,42.83,3.6,26.74,66.85,91.67,4.96,58.21,1.45,62.44,49.8,44.44,57.97,3.12,51.91,8.17,54.28,55.8,80.54,81.91,69.5,85.35,51.64,92.87,0.8,77.82,52.52,62.9,8.13,15.07,4.69,41.87,56.2,57.89,57.89,49.64,67.39,89.39,27.3,65.75,Census Tract,NA,NA,3806
Garfield County,08045951701,8045951701,35.63,16.73,4.72,46.68,4.48,30.02,47.8,2.96,41.23,50.44,83.83,4.32,54.68,19.08,63.99,78.7,59.25,57.97,19.22,51.21,8.97,72.62,42.99,80.54,72.94,98.28,83.99,51.64,92.87,0.56,36.19,49.88,66.37,13.45,25.95,96.57,29.23,47.1,23.59,63.49,74.46,24.11,61.3,15.67,67.53,Census Tract,NA,NA,4162
Garfield County,08045951702,8045951702,59.41,18.98,4.87,74.7,6.26,36.35,45.08,3.44,54.6,83.27,84.87,4.16,87.03,21.01,82,78.7,68.21,57.97,14.65,48.61,8.73,68.13,42.67,80.54,72.94,94.07,86.79,51.64,92.87,0.56,9.13,53.56,39.68,29.79,66.6,71.46,50.32,60.95,50.81,48.68,84.07,60.28,89.23,75.44,78.62,Census Tract,NA,NA,3183
Garfield County,08045951802,8045951802,13.69,1.92,3.17,47.64,4.55,10.25,19.22,2,37.47,54.76,86.71,3.84,10.57,11.27,22.75,86.07,84.71,57.97,4.96,37.69,12.89,15.61,18.57,80.54,81.91,75.11,90.71,51.64,92.87,0.16,99.04,42.19,62.9,5.96,NA,17.74,54.67,37.2,44.69,68.69,76.94,38.27,71.82,11.47,63.64,Census Tract,NA,NA,4109
Garfield County,08045951803,8045951803,15.37,4.4,3.72,38.91,4.02,22.5,11.69,2.88,35.31,41.63,88.71,3.44,59.89,17.15,24.55,89.51,87.43,57.97,9.29,32.24,26.5,9.37,15.29,80.54,90.79,24.14,82.31,51.64,92.87,0.56,53.88,41.79,60,10.23,33.49,49.12,29.23,43.56,26.33,63.41,84.95,38.92,87.94,2.67,61.3,Census Tract,NA,NA,6379
